# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3 Yp
8.559207459207460733e-01 1.034830743836560259e+03 4.558849827683140461e+02 1.815817660186504201e-02
8.584149184149185707e-01 1.039178986904820476e+03 4.588152597512420243e+02 1.838766009044359370e-02
8.609090909090910682e-01 1.043535754367898107e+03 4.617526324196093697e+02 1.861802079226168236e-02
8.634032634032635656e-01 1.047901042081231935e+03 4.646970970565739094e+02 1.884924007830274945e-02
8.658974358974358410e-01 1.052274845913489798e+03 4.676486499607011638e+02 1.908129931902615567e-02
8.683916083916083384e-01 1.056657161746499924e+03 4.706072874451292023e+02 1.931417988963948784e-02
8.708857808857808358e-01 1.061047985475175437e+03 4.735730058367082620e+02 1.954786317529588757e-02
8.733799533799533332e-01 1.065447313007444563e+03 4.765458014751217775e+02 1.978233057621861871e-02
8.758741258741258306e-01 1.069855140264170586e+03 4.795256707119895623e+02 2.001756351274983775e-02
8.783682983682983281e-01 1.074271463179074999e+03 4.825126099099574617e+02 2.025354343032443813e-02
8.808624708624708255e-01 1.078696277698657923e+03 4.855066154417673374e+02 2.049025180436199120e-02
8.833566433566433229e-01 1.083129579782118753e+03 4.885076836893152290e+02 2.072767014508350436e-02
8.858508158508158203e-01 1.087571365401269986e+03 4.915158110427033193e+02 2.096578000222645496e-02
8.883449883449883178e-01 1.092021630540454453e+03 4.945309938992648426e+02 2.120456296974978019e-02
8.908391608391608152e-01 1.096480371196458236e+03 4.975532286626047380e+02 2.144400069034852266e-02
8.933333333333333126e-01 1.100947583378422905e+03 5.005825117415885188e+02 2.168407486005628770e-02
8.958275058275058100e-01 1.105423263107753201e+03 5.036188395494511383e+02 2.192476723223677273e-02
8.983216783216783075e-01 1.109907406418028131e+03 5.066622085026765490e+02 2.216605962247673173e-02
9.008158508158508049e-01 1.114400009354905933e+03 5.097126150200621737e+02 2.240793391253348768e-02
9.033100233100233023e-01 1.118901067976028571e+03 5.127700555217464853e+02 2.265037205436772061e-02
9.058041958041957997e-01 1.123410578350924425e+03 5.158345264281787195e+02 2.289335607433445191e-02
9.082983682983682971e-01 1.127928536560912107e+03 5.189060241591274689e+02 2.313686807710346391e-02
9.107925407925407946e-01 1.132454938698996102e+03 5.219845451327479395e+02 2.338089024951908734e-02
9.132867132867132920e-01 1.136989780869767856e+03 5.250700857643033714e+02 2.362540486441029944e-02
9.157808857808857894e-01 1.141533059189302094e+03 5.281626424656678864e+02 2.387039428421373899e-02
9.182750582750582868e-01 1.146084769785048820e+03 5.312622116439476940e+02 2.411584096461771853e-02
9.207692307692307843e-01 1.150644908795730771e+03 5.343687897006152525e+02 2.436172745804598971e-02
9.232634032634032817e-01 1.155213472371231319e+03 5.374823730305424760e+02 2.460803641706584347e-02
9.257575757575757791e-01 1.159790456672488517e+03 5.406029580210237100e+02 2.485475059770253514e-02
9.282517482517482765e-01 1.164375857871381186e+03 5.437305410508216710e+02 2.510185286266030519e-02
9.307459207459207740e-01 1.168969672150617725e+03 5.468651184892128185e+02 2.534932618445188968e-02
9.332400932400932714e-01 1.173571895703621067e+03 5.500066866950477333e+02 2.559715364843261065e-02
9.357342657342657688e-01 1.178182524734418166e+03 5.531552420158178620e+02 2.584531845574133263e-02
9.382284382284382662e-01 1.182801555457516088e+03 5.563107807867418160e+02 2.609380392615008593e-02
9.407226107226107636e-01 1.187428984097791044e+03 5.594732993298778183e+02 2.634259350075555256e-02
9.432167832167832611e-01 1.192064806890368118e+03 5.626427939531392894e+02 2.659167074487175930e-02
9.457109557109557585e-01 1.196709020080498931e+03 5.658192609495372380e+02 2.684101935027871297e-02
9.482051282051282559e-01 1.201361619923446142e+03 5.690026965962365466e+02 2.709062313789869364e-02
9.506993006993007533e-01 1.206022602684354069e+03 5.721930971537251480e+02 2.734046606013393332e-02
9.531934731934732508e-01 1.210691964638135687e+03 5.753904588649689913e+02 2.759053220316017713e-02
9.556876456876457482e-01 1.215369702069339155e+03 5.785947779545978165e+02 2.784080578912780102e-02
9.581818181818182456e-01 1.220055811272031406e+03 5.818060506280921800e+02 2.809127117827333459e-02
9.606759906759907430e-01 1.224750288549668539e+03 5.850242730709986745e+02 2.834191287094143391e-02
9.631701631701632405e-01 1.229453130214969406e+03 5.882494414481549256e+02 2.859271550951488633e-02
9.656643356643357379e-01 1.234164332589794640e+03 5.914815519029320967e+02 2.884366388025897537e-02
9.681585081585082353e-01 1.238883892005012513e+03 5.947206005565010400e+02 2.909474291507540417e-02
9.706526806526807327e-01 1.243611804800374330e+03 5.979665835071120910e+02 2.934593769317075246e-02
9.731468531468532301e-01 1.248348067324387102e+03 6.012194968293927104e+02 2.959723344261919534e-02
9.756410256410257276e-01 1.253092675934183035e+03 6.044793365736609303e+02 2.984861554190724672e-02
9.781351981351982250e-01 1.257845626995391058e+03 6.077460987652355016e+02 3.010006952141485587e-02
9.806293706293707224e-01 1.262606916882007908e+03 6.110197794038961092e+02 3.035158106432063463e-02
9.831235431235432198e-01 1.267376541976266481e+03 6.143003744631088239e+02 3.060313600847716989e-02
9.856177156177157173e-01 1.272154498668509177e+03 6.175878798895107593e+02 3.085472034716165574e-02
9.881118881118882147e-01 1.276940783357053078e+03 6.208822916023046901e+02 3.110632023026246862e-02
9.906060606060607121e-01 1.281735392448063067e+03 6.241836054926875477e+02 3.135792196528002646e-02
9.931002331002332095e-01 1.286538322355421087e+03 6.274918174233027912e+02 3.160951201825404344e-02
9.955944055944057069e-01 1.291349569500593816e+03 6.308069232277125593e+02 3.186107701460845487e-02
9.980885780885782044e-01 1.296169130312503057e+03 6.341289187098883531e+02 3.211260373992420869e-02
1.000582750582750702e+00 1.300997001227396140e+03 6.374577996437232059e+02 3.236407914063569452e-02
1.003076923076923199e+00 1.305833178688714952e+03 6.407935617725585189e+02 3.261549032465321102e-02
1.005571095571095697e+00 1.310677659146965425e+03 6.441362008087405684e+02 3.286682456191427487e-02
1.008065268065268194e+00 1.315530439059586115e+03 6.474857124331874729e+02 3.311806928486388246e-02
1.010559440559440691e+00 1.320391514890822464e+03 6.508420922949791247e+02 3.336921208886280132e-02
1.013053613053613189e+00 1.325260883111593557e+03 6.542053360109671303e+02 3.362024073253084416e-02
1.015547785547785686e+00 1.330138540199365707e+03 6.575754391654030542e+02 3.387114313802132293e-02
1.018041958041958184e+00 1.335024482638021027e+03 6.609523973095889460e+02 3.412190739122952787e-02
1.020536130536130681e+00 1.339918706917732152e+03 6.643362059615437829e+02 3.437252174193744514e-02
1.023030303030303179e+00 1.344821209534830359e+03 6.677268606056899216e+02 3.462297460389554549e-02
1.025524475524475676e+00 1.349731986991684153e+03 6.711243566925586492e+02 3.487325455484337894e-02
1.028018648018648173e+00 1.354651035796565111e+03 6.745286896385171076e+02 3.512335033646861449e-02
1.030512820512820671e+00 1.359578352463529200e+03 6.779398548255090873e+02 3.537325085430924332e-02
1.033006993006993168e+00 1.364513933512285121e+03 6.813578476008167399e+02 3.562294517759683615e-02
1.035501165501165666e+00 1.369457775468072441e+03 6.847826632768435502e+02 3.587242253904503186e-02
1.037995337995338163e+00 1.374409874861537219e+03 6.882142971309001496e+02 3.612167233461622412e-02
1.040489510489510661e+00 1.379370228228608994e+03 6.916527444050681197e+02 3.637068412300309417e-02
1.042983682983683158e+00 1.384338832110373687e+03 6.950980003059233923e+02 3.661944762573687839e-02
1.045477855477855655e+00 1.389315683052959230e+03 6.985500600045221518e+02 3.686795272617402613e-02
1.047972027972027931e+00 1.394300777607406872e+03 7.020089186361819884e+02 3.711618946940467567e-02
1.050466200466200428e+00 1.399294112329557493e+03 7.054745713003874243e+02 3.736414806163036728e-02
1.052960372960372926e+00 1.404295683779926776e+03 7.089470130606948715e+02 3.761181886960214549e-02
1.055454545454545423e+00 1.409305488523590611e+03 7.124262389446442967e+02 3.785919242002478563e-02
1.057948717948717920e+00 1.414323523130065951e+03 7.159122439437046523e+02 3.810625939884331598e-02
1.060442890442890418e+00 1.419349784173190983e+03 7.194050230131994113e+02 3.835301065067328596e-02
1.062937062937062915e+00 1.424384268231018950e+03 7.229045710722923559e+02 3.859943717794409729e-02
1.065431235431235413e+00 1.429426971885693320e+03 7.264108830039582472e+02 3.884553014018674727e-02
1.067925407925407910e+00 1.434477891723341372e+03 7.299239536549765717e+02 3.909128085321082746e-02
1.070419580419580408e+00 1.439537024333954832e+03 7.334437778359410913e+02 3.933668078825664632e-02
1.072913752913752905e+00 1.444604366311289368e+03 7.369703503212820124e+02 3.958172157111258804e-02
1.075407925407925402e+00 1.449679914252741128e+03 7.405036658493028199e+02 3.982639498120066346e-02
1.077902097902097900e+00 1.454763664759248968e+03 7.440437191222276851e+02 4.007069295062430647e-02
1.080396270396270397e+00 1.459855614435178722e+03 7.475905048062708147e+02 4.031460756319139860e-02
1.082890442890442895e+00 1.464955759888222929e+03 7.511440175317037529e+02 4.055813105340290436e-02
1.085384615384615392e+00 1.470064097729287141e+03 7.547042518929523567e+02 4.080125580541406338e-02
1.087878787878787890e+00 1.475180624572393526e+03 7.582712024486917244e+02 4.104397435196849298e-02
1.090372960372960387e+00 1.480305337034573540e+03 7.618448637219637476e+02 4.128627937330680425e-02
1.092867132867132884e+00 1.485438231735765612e+03 7.654252302002943225e+02 4.152816369604735852e-02
1.095361305361305382e+00 1.490579305298716008e+03 7.690122963358385277e+02 4.176962029204690785e-02
1.097855477855477879e+00 1.495728554348878333e+03 7.726060565455195501e+02 4.201064227723434047e-02
1.100349650349650377e+00 1.500885975514314396e+03 7.762065052111888690e+02 4.225122291042893163e-02
1.102843822843822874e+00 1.506051565425600302e+03 7.798136366797917844e+02 4.249135559213002705e-02
1.105337995337995372e+00 1.511225320715725957e+03 7.834274452635521584e+02 4.273103386329572123e-02
1.107832167832167869e+00 1.516407238020005707e+03 7.870479252401474923e+02 4.297025140409642396e-02
1.110326340326340366e+00 1.521597313975979205e+03 7.906750708529186795e+02 4.320900203265695683e-02
1.112820512820512864e+00 1.526795545223327053e+03 7.943088763110647506e+02 4.344727970377745829e-02
1.115314685314685361e+00 1.532001928403773036e+03 7.979493357898622889e+02 4.368507850764213191e-02
1.117808857808857859e+00 1.537216460160997485e+03 8.015964434308912132e+02 4.392239266851528240e-02
1.120303030303030356e+00 1.542439137140550429e+03 8.052501933422585125e+02 4.415921654341990049e-02
1.122797202797202853e+00 1.547669955989762911e+03 8.089105795988467662e+02 4.439554462080733815e-02
1.125291375291375351e+00 1.552908913357664687e+03 8.125775962425461785e+02 4.463137151921462570e-02
1.127785547785547848e+00 1.558156005894895316e+03 8.162512372825249258e+02 4.486669198591226870e-02
1.130279720279720346e+00 1.563411230253624353e+03 8.199314966954800639e+02 4.510150089554207375e-02
1.132773892773892843e+00 1.568674583087472229e+03 8.236183684259056008e+02 4.533579324874550259e-02
1.135268065268065341e+00 1.573946061051422703e+03 8.273118463863672787e+02 4.556956417078628779e-02
1.137762237762237838e+00 1.579225660801752838e+03 8.310119244577831523e+02 4.580280891016504791e-02
1.140256410256410335e+00 1.584513378995948869e+03 8.347185964897090571e+02 4.603552283722688043e-02
1.142750582750582833e+00 1.589809212292634356e+03 8.384318563006289651e+02 4.626770144276638741e-02
1.145244755244755330e+00 1.595113157351490372e+03 8.421516976782528445e+02 4.649934033662595639e-02
1.147738927738927828e+00 1.600425210833186611e+03 8.458781143798178164e+02 4.673043524628985035e-02
1.150233100233100325e+00 1.605745369399307037e+03 8.496111001323924938e+02 4.696098201547854040e-02
1.152727272727272823e+00 1.611073629712279853e+03 8.533506486331921224e+02 4.719097660273650907e-02
1.155221445221445320e+00 1.616409988435305195e+03 8.570967535498900816e+02 4.742041508002121236e-02
1.157715617715617817e+00 1.621754442232289421e+03 8.608494085209399600e+02 4.764929363129043194e-02
1.160209790209790315e+00 1.627106987767777127e+03 8.646086071558964932e+02 4.787760855108819796e-02
1.162703962703962812e+00 1.632467621706884984e+03 8.683743430357438911e+02 4.810535624313383440e-02
1.165198135198135310e+00 1.637836340715236247e+03 8.721466097132245068e+02 4.833253321890741000e-02
1.167692307692307807e+00 1.643213141458900736e+03 8.759254007131721664e+02 4.855913609624159383e-02
1.170186480186480305e+00 1.648598020604327075e+03 8.797107095328522064e+02 4.878516159791079776e-02
1.172680652680652802e+00 1.653990974818287896e+03 8.835025296422952579e+02 4.901060655022705659e-02
1.175174825174825299e+00 1.659392000767816626e+03 8.873008544846387622e+02 4.923546788163669224e-02
1.177668997668997797e+00 1.664801095120149739e+03 8.911056774764725787e+02 4.945974262132057930e-02
1.180163170163170294e+00 1.670218254542669229e+03 8.949169920081856162e+02 4.968342789779973956e-02
1.182657342657342792e+00 1.675643475702848946e+03 8.987347914443110994e+02 4.990652093754349705e-02
1.185151515151515067e+00 1.681076755268197076e+03 9.025590691238764975e+02 5.012901906358563364e-02
1.187645687645687564e+00 1.686518089906204750e+03 9.063898183607566352e+02 5.035091969414232094e-02
1.190139860139860062e+00 1.691967476284290797e+03 9.102270324440179365e+02 5.057222034124016219e-02
1.192634032634032559e+00 1.697424911069753534e+03 9.140707046382841554e+02 5.079291860934565667e-02
1.195128205128205057e+00 1.702890390929720752e+03 9.179208281840802783e+02 5.101301219400588421e-02
1.197622377622377554e+00 1.708363912531097412e+03 9.217773962981931390e+02 5.123249888049192374e-02
1.200116550116550052e+00 1.713845472540522678e+03 9.256404021740218013e+02 5.145137654245561520e-02
1.202610722610722549e+00 1.719335067624319436e+03 9.295098389819399927e+02 5.166964314058593993e-02
1.205104895104895046e+00 1.724832694448452230e+03 9.333856998696525125e+02 5.188729672128059717e-02
1.207599067599067544e+00 1.730338349678478608e+03 9.372679779625433412e+02 5.210433541532295820e-02
1.210093240093240041e+00 1.735852029979510235e+03 9.411566663640448951e+02 5.232075743656613986e-02
1.212587412587412539e+00 1.741373732016169924e+03 9.450517581559838618e+02 5.253656108062992880e-02
1.215081585081585036e+00 1.746903452452546617e+03 9.489532463989461348e+02 5.275174472360258382e-02
1.217575757575757534e+00 1.752441187952163091e+03 9.528611241326299250e+02 5.296630682075590540e-02
1.220069930069930031e+00 1.757986935177926171e+03 9.567753843761979624e+02 5.318024590526614082e-02
1.222564102564102528e+00 1.763540690792100577e+03 9.606960201286379970e+02 5.339356058694887108e-02
1.225058275058275026e+00 1.769102451456265953e+03 9.646230243691167061e+02 5.360624955100085770e-02
1.227552447552447523e+00 1.774672213831277531e+03 9.685563900573324645e+02 5.381831155675275563e-02
1.230046620046620021e+00 1.780249974577241574e+03 9.724961101338626577e+02 5.402974543643405958e-02
1.232540792540792518e+00 1.785835730353468989e+03 9.764421775205302083e+02 5.424055009394640470e-02
1.235034965034965015e+00 1.791429477818455553e+03 9.803945851207352007e+02 5.445072450364955852e-02
1.237529137529137513e+00 1.797031213629838248e+03 9.843533258198189060e+02 5.466026770915680816e-02
1.240023310023310010e+00 1.802640934444372760e+03 9.883183924854071165e+02 5.486917882214304570e-02
1.242517482517482508e+00 1.808258636917898912e+03 9.922897779677537073e+02 5.507745702116274150e-02
1.245011655011655005e+00 1.813884317705313606e+03 9.962674751000909055e+02 5.528510155047922786e-02
1.247505827505827503e+00 1.819517973460542862e+03 1.000251476698970009e+03 5.549211171890864464e-02
1.250000000000000000e+00 1.825159600836513619e+03 1.004241775564605518e+03 5.569848689866879754e-02
